t_months,nn_output_unit_interval,true_sin4,period_months,phi_rad,phi_over_pi
2.762301918265221090e+00,2.639288535494232479e-01,2.675373981306725102e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.792326939115929996e+00,1.389959111572278971e-01,2.791455216333380875e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.822351959966638901e+00,5.398130731684162853e-02,2.911201895329386564e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.852376980817347807e+00,1.659683464918349782e-01,3.034685789902364945e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.882402001668056712e+00,1.582853687599441728e-01,3.161979127931186569e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.912427022518765618e+00,3.664971529873501943e-01,3.293154584276029428e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.942452043369474524e+00,1.706024850539990256e-01,3.428285271423382567e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.972477064220183429e+00,2.706369815793462363e-01,3.567444730067020637e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.002502085070892335e+00,2.942212528335255151e-01,3.710706919625913862e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.032527105921601240e+00,6.882738703532036151e-02,3.858146208700088692e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.062552126772310146e+00,1.157596808194464588e-01,4.009837365465420550e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.092577147623019052e+00,1.548345909774943574e-01,4.165855548008401237e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.122602168473727957e+00,0.000000000000000000e+00,4.326276294601866766e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.152627189324436863e+00,2.475803940841628595e-02,4.491175513922735993e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.182652210175145768e+00,2.056248189343793872e-02,4.660629475212746224e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.212677231025854674e+00,0.000000000000000000e+00,4.834714798383304285e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.242702251876563579e+00,0.000000000000000000e+00,5.013508444065389348e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.272727272727272485e+00,7.748494470186753047e-06,5.197087703605648978e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.302752293577981391e+00,1.492506887409733307e-01,5.385530189009672848e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.332777314428690296e+00,2.423508678235220259e-01,5.578913822833544804e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.362802335279399202e+00,3.155094635925005941e-01,5.777316828024755754e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.392827356130108107e+00,3.580166456846234357e-01,5.980817717713454891e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.422852376980817013e+00,2.240786865065911293e-01,6.189495284955246618e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.452877397831525919e+00,2.820231528584931646e-01,6.403428592426505493e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.482902418682235268e+00,2.024270919683047454e-01,6.622696962073342832e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.512927439532944174e+00,2.482067078485817868e-01,6.847379964715336921e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.542952460383653079e+00,2.694340198451258828e-01,7.077557409605088508e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.572977481234361985e+00,2.778545696185970582e-01,7.313309333944681412e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.603002502085070891e+00,4.133122409536030828e-01,7.554715992360247837e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.633027522935779796e+00,3.300217313613257875e-01,7.801857846335616756e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.663052543786488702e+00,2.627739783318432387e-01,8.054815553606304787e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.693077564637197607e+00,2.772555976202210615e-01,8.313669957514853090e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.723102585487906513e+00,3.310538576433780245e-01,8.578502076328688164e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.753127606338615418e+00,4.269474599402897086e-01,8.849393092521617640e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.783152627189324324e+00,2.406637947345469097e-01,9.126424342020151084e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.813177648040033230e+00,9.065304623908372605e-02,9.409677303415639807e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.843202668890742135e+00,4.369675616553144598e-02,9.699233587143590504e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.873227689741451041e+00,0.000000000000000000e+00,9.995174924631066923e-03,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.903252710592159946e+00,1.103511591050077532e-03,1.029758315741349448e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.933277731442868852e+00,0.000000000000000000e+00,1.060654022622195200e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.963302752293577758e+00,1.026617669890463186e-01,1.092212816004214417e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.993327773144286663e+00,2.835762538859321613e-01,1.124442906514610228e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.023352793994996013e+00,3.143471310155374621e-01,1.157352511409794754e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.053377814845704918e+00,2.968096154925524699e-01,1.190949853473472625e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.083402835696413824e+00,2.942798566793338733e-01,1.225243159912359908e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.113427856547122730e+00,4.212132588568152092e-01,1.260240661249644768e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.143452877397831635e+00,2.784381901582675956e-01,1.295950590216318928e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.173477898248540541e+00,1.816251458762629112e-01,1.332381180640484185e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.203502919099249446e+00,2.930468354782951867e-01,1.369540666334766350e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.233527939949958352e+00,2.080637442973867490e-01,1.407437279981937905e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.263552960800667258e+00,1.425724215534096839e-01,1.446079252018887297e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.293577981651376163e+00,2.060428197508807902e-01,1.485474809519036696e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.323603002502085069e+00,3.701413310131034251e-01,1.525632175073330515e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.353628023352793974e+00,4.855512304788082711e-01,1.566559565669921675e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.383653044203502880e+00,9.084012956116332971e-02,1.608265191572664371e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.413678065054211785e+00,2.144763723248796217e-01,1.650757255198544160e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.443703085904920691e+00,1.868002940752242214e-01,1.694043949994146828e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.473728106755629597e+00,2.187957389694388799e-01,1.738133459311302920e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.503753127606338502e+00,2.274508450926876202e-01,1.783033955282019994e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.533778148457047408e+00,1.073199875505540107e-01,1.828753597692824376e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.563803169307756313e+00,1.985009392817397855e-01,1.875300532858627245e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.593828190158465219e+00,2.368467704266773721e-01,1.922682892496240664e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.623853211009174125e+00,2.007604617521481505e-01,1.970908792597659415e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.653878231859883030e+00,1.570351562310635940e-01,2.019986332303238402e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.683903252710591936e+00,6.698551790778793646e-02,2.069923592774865206e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.713928273561300841e+00,2.647520959072363067e-01,2.120728636069268633e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.743953294412009747e+00,4.130274591157536701e-01,2.172409504011577411e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.773978315262718652e+00,3.800795630855322571e-01,2.224974217069243532e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.804003336113427558e+00,2.625256346825753928e-01,2.278430773226450615e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.834028356964136464e+00,2.094935092617080663e-01,2.332787146859137059e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.864053377814845369e+00,3.517679924259556890e-01,2.388051287610747433e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.894078398665554275e+00,3.081432117629975820e-01,2.444231119268828675e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.924103419516263180e+00,2.893172221040670733e-01,2.501334538642597735e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.954128440366972086e+00,2.699635620732198649e-01,2.559369414441595506e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.984153461217680992e+00,3.454596732969218431e-01,2.618343586155555403e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.014178482068389897e+00,2.913327159094381558e-01,2.678264862935601440e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.044203502919098803e+00,2.554851882500330795e-01,2.739141022476876755e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.074228523769807708e+00,2.883400742456260907e-02,2.800979809902768430e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.104253544620516614e+00,2.391714532933941206e-01,2.863788936650794176e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.134278565471225519e+00,3.253212359353218064e-01,2.927576079360316372e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.164303586321934425e+00,4.176263597109126646e-01,2.992348878762168471e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.194328607172643331e+00,5.468949252550044937e-01,3.058114938570331495e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.224353628023352236e+00,4.092460575917685195e-01,3.124881824375776510e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.254378648874061142e+00,2.682769451814843720e-01,3.192657062542591379e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.284403669724770047e+00,9.449097865200281610e-02,3.261448139106499361e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.314428690575478953e+00,2.671145269571774672e-01,3.331262498675913869e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.344453711426187859e+00,2.146385531486752207e-01,3.402107543335614742e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.374478732276896764e+00,1.578327186228668799e-01,3.473990631553200426e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.404503753127606558e+00,1.733405678258325699e-01,3.546919077088387523e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.434528773978315463e+00,1.344205062739988743e-01,3.620900147905323913e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.464553794829024369e+00,2.696030144410175300e-01,3.695941065088008404e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.494578815679733275e+00,9.319822992878704082e-02,3.772049001758918940e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.524603836530442180e+00,0.000000000000000000e+00,3.849231082001005472e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.554628857381151086e+00,1.269596994611500718e-01,3.927494379783125211e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.584653878231859991e+00,4.814445396283811157e-02,4.006845917889054198e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.614678899082568897e+00,1.969869959389302372e-01,4.087292666850199374e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.644703919933277803e+00,7.099274125930420121e-02,4.168841543882102763e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.674728940783986708e+00,1.125497521078342306e-01,4.251499411824880004e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.704753961634695614e+00,1.522751353767483884e-01,4.335273078087675119e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.734778982485404519e+00,9.033172839704715906e-02,4.420169293597284166e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.764804003336113425e+00,2.741432665333175533e-01,4.506194751751035898e-02,7.564633275546290747e+01,0.000000000000000000e+00,0.000000000000000000e+00
