t_months,nn_output_unit_interval,true_sin4,period_months,phi_rad,phi_over_pi
1.231025854879065795e+00,2.762346904783565260e-01,2.589783032822158548e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.261050875729774701e+00,3.259676909442779658e-01,2.835701262432052672e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.291075896580483606e+00,2.530346587120683166e-01,3.097502342373333398e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.321100917431192512e+00,2.239067928497018578e-01,3.375686225899158371e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.351125938281901639e+00,2.202246102470579725e-01,3.670742275731352783e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.381150959132610545e+00,2.637004488953306192e-01,3.983148089239550715e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.411175979983319451e+00,1.161369444539194079e-01,4.313368336376380285e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.441201000834028356e+00,9.910585320254623742e-02,4.661853612410077341e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.471226021684737262e+00,2.167794457528917362e-01,5.029039307474644782e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.501251042535446167e+00,1.076679971660627205e-01,5.415344494932673031e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.531276063386155073e+00,2.719266878881708149e-01,5.821170840517891215e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.561301084236863979e+00,3.407523538135180385e-01,6.246901534193058381e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.591326105087572884e+00,2.976865056844998358e-01,6.692900246624315652e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.621351125938281790e+00,2.052423421571898388e-01,7.159510112135195059e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.651376146788990695e+00,1.867368623849120224e-01,7.647052739962853507e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.681401167639699601e+00,1.139443854698507647e-01,8.155827255595005099e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.711426188490408506e+00,1.762588271288403896e-01,8.686109373919391474e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.741451209341117634e+00,1.633761910145284935e-01,9.238150505867866180e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.771476230191826540e+00,1.464277077482101508e-01,9.812176900184596540e-02,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.801501251042535445e+00,1.476576407442810879e-01,1.040838882189272230e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.831526271893244351e+00,8.937217948395682898e-02,1.102695976897609398e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.861551292743953256e+00,7.173843979177382812e-02,1.166803572873200551e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.891576313594662162e+00,2.516816704547334416e-01,1.233173447518842308e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.921601334445371068e+00,2.115404907943690682e-01,1.301814490891371745e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.951626355296079973e+00,1.343499658348670245e-01,1.372732644047978123e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.981651376146788879e+00,2.205119847952917433e-01,1.445930841876970352e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.011676396997498006e+00,1.509582596657350617e-01,1.521408960524984200e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.041701417848206912e+00,2.773977791816232830e-01,1.599163769525252521e-01,1.873817422860383175e+01,0.000000000000000000e+00,0.000000000000000000e+00
