T_months,phi_rad,phi_over_pi,auc_true,auc_nn
2.009233002565046777e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.800474629661160453e-01,7.067119340365215496e-01
2.257019719633920340e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.648871134929098314e-01,6.316176876936082651e-01
2.535364493970111432e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.714904252586173294e-01,6.871672999542957072e-01
2.848035868435802032e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.688093147051180409e-01,6.902830956264320861e-01
3.199267137797383587e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.661203627364000512e-01,7.005515688804848651e-01
3.593813663804627523e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.785675825439641873e-01,7.016221087581886451e-01
4.037017258596554692e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.684722272008985833e-01,6.901214597877292078e-01
4.534878508128581953e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.618154257813782859e-01,6.988009729329284214e-01
5.094138014816379512e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.646593390508451549e-01,6.779708601808454027e-01
5.722367659350217073e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.710728698982258766e-01,7.124015342288976260e-01
6.428073117284320848e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.754413783266270732e-01,6.786615581713522083e-01
7.220809018385463407e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.679700965763635034e-01,7.119724034460406248e-01
8.111308307896870629e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.713208079794241501e-01,7.062990461851889057e-01
9.111627561154891364e-01,1.310960399647999930e+00,4.172916556034115820e-01,7.595690470216063250e-01,7.041378027906476378e-01
1.023531021899026339e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.783576379865037032e-01,7.141695866603338105e-01
1.149756995397735571e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.648971953124765744e-01,6.769997849211826235e-01
1.291549665014884107e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.609399877823282976e-01,7.137728017152535909e-01
1.450828778495939497e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.706784653827656317e-01,7.200316979875194257e-01
1.629750834620644406e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.681497956751235368e-01,7.092123186392679246e-01
1.830738280295367781e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.709842805762917584e-01,7.316677047206813223e-01
2.056512308348651619e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.657246513184032821e-01,7.156654299634663818e-01
2.310129700083159321e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.602378077195371953e-01,6.979432247932108035e-01
2.595024211399735936e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.790212644244700613e-01,7.248831535782244151e-01
2.915053062825175623e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.706536342345733370e-01,7.265158949220488216e-01
3.274549162877728570e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.735822161183649737e-01,7.292665046854323041e-01
3.678379771828632183e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.676884590797613539e-01,7.227821210505405158e-01
4.132012400115336881e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.713182875245324643e-01,7.258800401629819099e-01
4.641588833612779297e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.584406300315746918e-01,7.099572997601273361e-01
5.214008287999684299e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.723765985285023783e-01,7.300493393047577939e-01
5.857020818056667189e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.619086826123712131e-01,6.929370412772096754e-01
6.579332246575678944e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.632646873441051305e-01,7.257859898554490652e-01
7.390722033525778834e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.743578627737400799e-01,7.361605555904062737e-01
8.302175681319743816e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.736174091366676553e-01,7.452091286768768308e-01
9.326033468832198636e+00,1.310960399647999930e+00,4.172916556034115820e-01,7.658629962869032415e-01,7.275055935428559328e-01
1.047615752789665144e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.643868498719981197e-01,7.335256533765880382e-01
1.176811952434997899e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.640697393065500886e-01,7.219903714889129853e-01
1.321941148466028793e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.641503005129032244e-01,7.279274430115814098e-01
1.484968262254465010e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.733644301456861214e-01,7.366474701354099874e-01
1.668100537200059108e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.676541062130892712e-01,7.279876072033482082e-01
1.873817422860383175e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.766416749561627642e-01,7.448166378401307464e-01
2.104904144512019570e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.587104120551677600e-01,7.199586981458414581e-01
2.364489412645407285e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.638440185684711725e-01,7.130772495153259172e-01
2.656087782946686815e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.663036091420446505e-01,7.388448867251562469e-01
2.983647240283340452e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.494796660901359431e-01,7.117216181843166734e-01
3.351602650938841066e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.561968650768757794e-01,7.344806724050889635e-01
3.764935806792467332e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.762554852566457830e-01,7.461878586513960299e-01
4.229242874389498752e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.777934294914881086e-01,7.420271010511976240e-01
4.750810162102798273e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.542252159002990064e-01,7.323118209707821791e-01
5.336699231206306848e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.166640902016662151e-01,6.878018944859167760e-01
5.994842503189408944e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.286473596087955640e-01,7.205240268430312955e-01
6.734150657750821267e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.603646706157527468e-01,7.244296583980810444e-01
7.564633275546290747e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.826448384071024167e-01,7.402354310239245283e-01
8.497534359086438371e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.974151708233635505e-01,7.465788558852434198e-01
9.545484566618337396e+01,1.310960399647999930e+00,4.172916556034115820e-01,7.949535265458044231e-01,7.606819212064727109e-01
1.072267222010323167e+02,1.310960399647999930e+00,4.172916556034115820e-01,7.806442506743617171e-01,7.487171351352157611e-01
1.204503540258782408e+02,1.310960399647999930e+00,4.172916556034115820e-01,7.443234688329883886e-01,6.978994902333306438e-01
1.353047774579806060e+02,1.310960399647999930e+00,4.172916556034115820e-01,7.112400712747304343e-01,6.953466895038549200e-01
1.519911082952933157e+02,1.310960399647999930e+00,4.172916556034115820e-01,6.810105754553248403e-01,6.566319889413640976e-01
1.707352647470690385e+02,1.310960399647999930e+00,4.172916556034115820e-01,6.504199077849570632e-01,5.766935216467867775e-01
1.917910261672488730e+02,1.310960399647999930e+00,4.172916556034115820e-01,6.199672116823643497e-01,5.428093662344180004e-01
2.154434690031884543e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.861490548480856599e-01,5.532628128724672578e-01
2.420128264794381039e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.569448240685145324e-01,4.915568495135335114e-01
2.718588242732940330e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.302897066862627407e-01,5.079456406958995363e-01
3.053855508833415797e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.344410825932530695e-01,4.803043253246345734e-01
3.430469286314919373e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.189208681716209748e-01,5.046726899937568067e-01
3.853528593710527161e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.061102361087461698e-01,4.959063145049751320e-01
4.328761281083056929e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.170598389597353961e-01,4.928328064649107887e-01
4.862601580065353346e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.990847014735885767e-01,5.049245954576548900e-01
5.462277217684342077e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.122625731492019829e-01,4.965999063510981859e-01
6.135907273413170060e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.998094722802237655e-01,4.892509600132631808e-01
6.892612104349694846e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.166081174330342529e-01,5.035795126971183144e-01
7.742636826811269657e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.149443371539695891e-01,5.058847020710297571e-01
8.697490026177833897e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.166572196283318874e-01,5.062737856261632086e-01
9.770099572992246522e+02,1.310960399647999930e+00,4.172916556034115820e-01,5.131932744555069981e-01,5.104487324538998783e-01
1.097498765493056680e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.163963058719504007e-01,5.040468703791660676e-01
1.232846739442065882e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.114620019954534413e-01,4.978584534936865147e-01
1.384886371393871741e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.089923296023133314e-01,5.090410117217956110e-01
1.555676143930472335e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.060806441013140367e-01,5.118189264131723926e-01
1.747528400007682876e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.114516401253431654e-01,4.868231551763795850e-01
1.963040650040272340e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.002331887525726106e-01,5.052422194490995278e-01
2.205130739903045651e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.968787433422651167e-01,5.055836010616530096e-01
2.477076355991709079e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.066377579825607214e-01,5.009575861584831813e-01
2.782559402207125913e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.118475382437022159e-01,4.959227908119523964e-01
3.125715849688235267e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.061872500082147397e-01,5.004024793061317977e-01
3.511191734215127326e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.160973052416499840e-01,5.110497209202983226e-01
3.944206059437656222e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.050274673573086348e-01,5.060156257001263702e-01
4.430621457583877600e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.942264779947485032e-01,4.975348084155561956e-01
4.977023564332113892e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.953449065153945896e-01,4.973137551865360884e-01
5.590810182512223037e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.037397949581940981e-01,5.071566916397072244e-01
6.280291441834246143e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.034338864144867198e-01,5.090872200614767751e-01
7.054802310718645458e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.008481797461472596e-01,4.998785047392019787e-01
7.924828983539169712e+03,1.310960399647999930e+00,4.172916556034115820e-01,5.120537487939156307e-01,5.162018574445649266e-01
8.902150854450392217e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.951135847664452916e-01,5.026157187515869484e-01
1.000000000000000000e+04,1.310960399647999930e+00,4.172916556034115820e-01,4.952628517061425928e-01,4.979278593533894570e-01
1.000000000000000056e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.693871523265851664e-01,6.255928670006363213e-01
1.123324032978027381e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.725860763350569371e-01,6.782185182115001432e-01
1.261856883066020396e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.665725510140070087e-01,6.360016455769936794e-01
1.417474162926805059e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.730480663816872156e-01,6.807863016450542704e-01
1.592282793341092129e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.784730188104349580e-01,7.022199233184271971e-01
1.788649529057435017e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.734946536484237356e-01,7.022706591418953481e-01
2.009233002565046777e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.683932529476253936e-01,6.859209350103506742e-01
2.257019719633920340e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.634372918290959209e-01,7.010633612487715549e-01
2.535364493970111432e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.698113355498400479e-01,6.754126918159522042e-01
2.848035868435802032e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.699006716732235134e-01,6.886797129145868501e-01
3.199267137797383587e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.690878716457412168e-01,6.683870171555229556e-01
3.593813663804627523e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.725571377788930105e-01,7.115076595690655870e-01
4.037017258596554692e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.682514540224218980e-01,6.778850713643465031e-01
4.534878508128581953e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.682796457771365883e-01,6.732008059481241480e-01
5.094138014816379512e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.761134996310801171e-01,6.725841346512884122e-01
5.722367659350217073e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.829562546114989807e-01,6.849033713604631979e-01
6.428073117284320848e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.760545956667592726e-01,7.118396594884112139e-01
7.220809018385463407e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.774728649693363192e-01,7.074339043377215752e-01
8.111308307896870629e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.636902708200776768e-01,7.077198359426575269e-01
9.111627561154891364e-01,1.513298605096000005e+00,4.816979067501969691e-01,7.754221481893052159e-01,7.105271559411041604e-01
1.023531021899026339e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.623519092725854485e-01,7.236691344720561636e-01
1.149756995397735571e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.817534375270716041e-01,7.276562607352707879e-01
1.291549665014884107e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.646430027691397679e-01,7.128565230119399132e-01
1.450828778495939497e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.772951262243807946e-01,7.263979469681355328e-01
1.629750834620644406e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.582800677199554862e-01,6.846112786435695208e-01
1.830738280295367781e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.706610088988861129e-01,6.886679041166683390e-01
2.056512308348651619e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.743860545284546593e-01,7.052460561415457851e-01
2.310129700083159321e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.612751149327430245e-01,7.174154658099360926e-01
2.595024211399735936e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.703442717341626444e-01,7.281255787711231608e-01
2.915053062825175623e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.763879491637317720e-01,7.322583779920600611e-01
3.274549162877728570e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.804766870991544092e-01,7.257100494830640569e-01
3.678379771828632183e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.773962244705925340e-01,7.188634671452172054e-01
4.132012400115336881e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.728184249359990599e-01,7.369384893252201030e-01
4.641588833612779297e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.807755010290924336e-01,7.240008076657675762e-01
5.214008287999684299e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.753571764632080088e-01,7.446090270371996667e-01
5.857020818056667189e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.623438811570046880e-01,7.287689482197747814e-01
6.579332246575678944e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.625640008842129447e-01,7.180270028468069832e-01
7.390722033525778834e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.695247504936357785e-01,7.404913972207036732e-01
8.302175681319743816e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.828509556071345799e-01,7.381313179402617664e-01
9.326033468832198636e+00,1.513298605096000005e+00,4.816979067501969691e-01,7.678170956294193550e-01,7.270585862003040578e-01
1.047615752789665144e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.668421463372376845e-01,7.299189757767480247e-01
1.176811952434997899e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.622263532789064211e-01,7.210700320527182461e-01
1.321941148466028793e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.659873387282269963e-01,7.313531146101248659e-01
1.484968262254465010e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.754676097275370328e-01,7.515007908627349131e-01
1.668100537200059108e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.648494000197155751e-01,7.362173125005602170e-01
1.873817422860383175e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.796413896780091113e-01,7.504131679018762879e-01
2.104904144512019570e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.607545943225166862e-01,7.277964260323036561e-01
2.364489412645407285e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.770580167641989444e-01,7.470190486645696959e-01
2.656087782946686815e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.804127422250501933e-01,7.342714746490779376e-01
2.983647240283340452e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.583335573737682855e-01,7.362576864539178700e-01
3.351602650938841066e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.536459780261142161e-01,7.235397977960396076e-01
3.764935806792467332e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.804774339006037565e-01,7.344421187802641082e-01
4.229242874389498752e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.910411271026194235e-01,7.467682167277549521e-01
4.750810162102798273e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.677651929286865018e-01,7.270786564892566251e-01
5.336699231206306848e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.365586007629322252e-01,6.881858437810856044e-01
5.994842503189408944e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.398230565985881579e-01,6.910921149715767431e-01
6.734150657750821267e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.596683716143757259e-01,7.334067252457724395e-01
7.564633275546290747e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.712706789321337464e-01,7.313677239134785957e-01
8.497534359086438371e+01,1.513298605096000005e+00,4.816979067501969691e-01,7.986624225940297528e-01,7.556572543545991838e-01
9.545484566618337396e+01,1.513298605096000005e+00,4.816979067501969691e-01,8.130039976281585590e-01,7.932027438978855871e-01
1.072267222010323167e+02,1.513298605096000005e+00,4.816979067501969691e-01,8.163617102948074189e-01,7.897141542772306844e-01
1.204503540258782408e+02,1.513298605096000005e+00,4.816979067501969691e-01,7.967205521252476164e-01,7.873580890545791577e-01
1.353047774579806060e+02,1.513298605096000005e+00,4.816979067501969691e-01,7.618532326047539049e-01,7.428450820137352251e-01
1.519911082952933157e+02,1.513298605096000005e+00,4.816979067501969691e-01,7.526082974121837132e-01,7.120840969378153806e-01
1.707352647470690385e+02,1.513298605096000005e+00,4.816979067501969691e-01,7.064006111823062373e-01,6.740463252141078998e-01
1.917910261672488730e+02,1.513298605096000005e+00,4.816979067501969691e-01,6.735679522106817751e-01,6.632955582490194235e-01
2.154434690031884543e+02,1.513298605096000005e+00,4.816979067501969691e-01,6.517746056141546784e-01,6.212642657746870745e-01
2.420128264794381039e+02,1.513298605096000005e+00,4.816979067501969691e-01,6.221334959866891001e-01,5.385373352182603046e-01
2.718588242732940330e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.988205017908299066e-01,5.772547429360050941e-01
3.053855508833415797e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.730231792233863031e-01,5.590929517626008760e-01
3.430469286314919373e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.430443286404329495e-01,5.284444069799050236e-01
3.853528593710527161e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.506611433231469732e-01,5.286363816274894933e-01
4.328761281083056929e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.250689111037426526e-01,5.054746147251322208e-01
4.862601580065353346e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.336676763422262271e-01,4.922581427496034445e-01
5.462277217684342077e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.303767090551170238e-01,5.137424068962632706e-01
6.135907273413170060e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.149840109809684652e-01,4.982535581355056475e-01
6.892612104349694846e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.195619038657429689e-01,5.230398048906532704e-01
7.742636826811269657e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.077023234486693903e-01,4.997066937307511614e-01
8.697490026177833897e+02,1.513298605096000005e+00,4.816979067501969691e-01,5.087922801640573089e-01,4.971564601312578047e-01
9.770099572992246522e+02,1.513298605096000005e+00,4.816979067501969691e-01,4.872901861327932349e-01,4.806081801643560247e-01
1.097498765493056680e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.015065785739676318e-01,5.154646243887429646e-01
1.232846739442065882e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.987183953626617150e-01,4.961376362539244300e-01
1.384886371393871741e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.167521567625859014e-01,5.021049532352932498e-01
1.555676143930472335e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.979427487072866643e-01,5.069072599556101455e-01
1.747528400007682876e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.959024871475470886e-01,5.164146958576416591e-01
1.963040650040272340e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.023996597572596423e-01,5.037925378105573282e-01
2.205130739903045651e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.055407066534034488e-01,4.981769176367617513e-01
2.477076355991709079e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.870224578131860937e-01,4.977223956046253894e-01
2.782559402207125913e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.997523419693452595e-01,5.041944103405116007e-01
3.125715849688235267e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.970290371339552982e-01,4.952834820961821150e-01
3.511191734215127326e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.932888687750365264e-01,4.905747122574015684e-01
3.944206059437656222e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.018198617819877860e-01,4.980212095345635248e-01
4.430621457583877600e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.878326440355955640e-01,4.927710086449735849e-01
4.977023564332113892e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.142771634091187760e-01,4.992168386550405179e-01
5.590810182512223037e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.952832953958196116e-01,4.939245835088316716e-01
6.280291441834246143e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.959261047433840552e-01,4.957766044282339024e-01
7.054802310718645458e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.060798972998646894e-01,4.978951867899785166e-01
7.924828983539169712e+03,1.513298605096000005e+00,4.816979067501969691e-01,4.855451911961071176e-01,4.935624314809670121e-01
8.902150854450392217e+03,1.513298605096000005e+00,4.816979067501969691e-01,5.122065630404974979e-01,5.099091217316233937e-01
1.000000000000000000e+04,1.513298605096000005e+00,4.816979067501969691e-01,4.913230073096925832e-01,5.135669552307466912e-01
1.000000000000000056e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.754991620887737858e-01,6.686414430743127246e-01
1.123324032978027381e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.681677189099087588e-01,5.989159990261708755e-01
1.261856883066020396e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.687966190804782496e-01,6.565509609841051475e-01
1.417474162926805059e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.742719806070600397e-01,6.422250221053229513e-01
1.592282793341092129e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.742060753791510930e-01,6.421729327042278168e-01
1.788649529057435017e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.729700256302257655e-01,6.575296442835336652e-01
2.009233002565046777e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.646797827405222847e-01,6.935384498194234748e-01
2.257019719633920340e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.700476048583915212e-01,6.571358465442509456e-01
2.535364493970111432e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.747347174551395543e-01,6.095881184636202654e-01
2.848035868435802032e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.663523379366173893e-01,6.734085101012363683e-01
3.199267137797383587e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.645143662194820999e-01,6.859165942269260796e-01
3.593813663804627523e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.771031982518872283e-01,6.798603145228984124e-01
4.037017258596554692e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.710348763744880873e-01,7.026667906357072502e-01
4.534878508128581953e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.708810352759132289e-01,7.094894286520830873e-01
5.094138014816379512e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.773058614952160772e-01,7.066926105490184407e-01
5.722367659350217073e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.773548703403323490e-01,7.219462635283082630e-01
6.428073117284320848e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.645392907178554243e-01,7.033448396766648347e-01
7.220809018385463407e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.641685037982322015e-01,6.992792059110828351e-01
8.111308307896870629e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.662508662896814204e-01,7.016763918885412510e-01
9.111627561154891364e-01,1.570796326795000031e+00,5.000000000000329736e-01,7.581942789034564756e-01,6.903309375942836557e-01
1.023531021899026339e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.642143387371886920e-01,6.750708901275835894e-01
1.149756995397735571e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.791497142737655590e-01,7.344006712998228936e-01
1.291549665014884107e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.670389285191526740e-01,6.699701895531439133e-01
1.450828778495939497e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.703737703914135260e-01,7.286056320778107054e-01
1.629750834620644406e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.724623873450013889e-01,7.009842936453171136e-01
1.830738280295367781e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.715729468187751960e-01,7.181158255441943972e-01
2.056512308348651619e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.715261783780070770e-01,7.052310734374673817e-01
2.310129700083159321e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.681190834655171606e-01,7.195630334029352593e-01
2.595024211399735936e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.651360784261009851e-01,7.163457194087721192e-01
2.915053062825175623e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.620665377687365627e-01,7.061375970468483088e-01
3.274549162877728570e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.696162336711862562e-01,7.203982374738993055e-01
3.678379771828632183e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.758219670152735059e-01,6.954201560964389239e-01
4.132012400115336881e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.676347827255863843e-01,7.229152850839852817e-01
4.641588833612779297e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.749645456011901024e-01,7.125413728002963909e-01
5.214008287999684299e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.844364150841942607e-01,7.135210829517177888e-01
5.857020818056667189e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.618169193842772025e-01,7.154594527887059296e-01
6.579332246575678944e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.710410374864454797e-01,7.226254794465305498e-01
7.390722033525778834e+00,1.570796326795000031e+00,5.000000000000329736e-01,7.805226153882918183e-01,7.502334688031162546e-01
