injected_period_months,phi_rad,bestfit_period_months,max_ls_power,global_pvalue_conditional,n_null_toys
2.104904144512019570e+01,1.892154948508000034e+00,1.047615752789665144e+01,6.853448493941000086e-01,8.557213930348258613e-01,2.000000000000000000e+02
2.104904144512019570e+01,1.952756727841000073e+00,1.047615752789665144e+01,7.651407523288051848e-01,9.751243781094527385e-01,2.000000000000000000e+02
2.104904144512019570e+01,2.052728374217000162e+00,1.047615752789665144e+01,5.849418720311266862e-01,2.985074626865671585e-02,2.000000000000000000e+02
2.104904144512019570e+01,2.420014265287000033e+00,1.047615752789665144e+01,7.705719499246158621e-01,4.626865671641791078e-01,2.000000000000000000e+02
2.104904144512019570e+01,2.512798025970000015e+00,1.047615752789665144e+01,6.640106145650519487e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.104904144512019570e+01,2.538681563927999818e+00,1.047615752789665144e+01,7.382690721278044599e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.104904144512019570e+01,2.631502027943000144e+00,1.047615752789665144e+01,8.334212972478201031e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.104904144512019570e+01,2.635677408799999899e+00,1.047615752789665144e+01,8.442359427988761489e-01,1.492537313432835792e-02,2.000000000000000000e+02
2.104904144512019570e+01,2.838983169807999918e+00,1.047615752789665144e+01,7.538233926815880448e-01,4.129353233830845848e-01,2.000000000000000000e+02
2.104904144512019570e+01,2.912014714116000214e+00,1.047615752789665144e+01,7.159510744219832468e-01,5.970149253731343170e-02,2.000000000000000000e+02
2.104904144512019570e+01,3.020432623406000161e+00,1.047615752789665144e+01,5.669909671730640754e-01,5.472636815920398079e-02,2.000000000000000000e+02
2.364489412645407285e+01,0.000000000000000000e+00,1.176811952434997899e+01,6.585545346513413945e-01,9.850746268656715987e-01,2.000000000000000000e+02
2.364489412645407285e+01,9.577788161520000010e-01,1.176811952434997899e+01,6.786664749862910684e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.103696963161999944e+00,1.176811952434997899e+01,6.986264617708888292e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.117018429158999959e+00,1.176811952434997899e+01,7.006783532952002291e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.310960399647999930e+00,1.176811952434997899e+01,6.375898653773445224e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.513298605096000005e+00,1.176811952434997899e+01,6.721164494233061726e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.570796326795000031e+00,1.176811952434997899e+01,6.409397571520677461e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.687631551731000101e+00,1.176811952434997899e+01,5.373179033342048161e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.737337002562999944e+00,1.176811952434997899e+01,6.979042568313434947e-01,9.850746268656715987e-01,2.000000000000000000e+02
2.364489412645407285e+01,1.892154948508000034e+00,1.176811952434997899e+01,6.930568274980040133e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,1.952756727841000073e+00,1.176811952434997899e+01,6.353445124285550527e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.052728374217000162e+00,1.176811952434997899e+01,6.602915485674706320e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.420014265287000033e+00,1.176811952434997899e+01,6.641194027953227774e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.512798025970000015e+00,1.176811952434997899e+01,7.770363685367136508e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.538681563927999818e+00,1.176811952434997899e+01,5.971554493204875858e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.631502027943000144e+00,1.176811952434997899e+01,7.248071987826532059e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.635677408799999899e+00,1.176811952434997899e+01,6.882241344698178942e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.838983169807999918e+00,1.176811952434997899e+01,7.080530222194528767e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,2.912014714116000214e+00,1.176811952434997899e+01,7.241082347742264780e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.364489412645407285e+01,3.020432623406000161e+00,1.176811952434997899e+01,7.320392050875397238e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.656087782946686815e+01,0.000000000000000000e+00,1.321941148466028793e+01,6.856097278453711086e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.656087782946686815e+01,9.577788161520000010e-01,1.321941148466028793e+01,5.909739635744181152e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.656087782946686815e+01,1.103696963161999944e+00,1.321941148466028793e+01,7.161419102321437968e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.656087782946686815e+01,1.117018429158999959e+00,1.321941148466028793e+01,5.706277604299483386e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.656087782946686815e+01,1.310960399647999930e+00,1.321941148466028793e+01,7.317988765048553113e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.656087782946686815e+01,1.513298605096000005e+00,1.484968262254465010e+01,6.691587892642127944e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.656087782946686815e+01,1.570796326795000031e+00,1.321941148466028793e+01,7.818312997545098231e-01,7.412935323383084141e-01,2.000000000000000000e+02
2.656087782946686815e+01,1.687631551731000101e+00,1.321941148466028793e+01,6.210322460248729470e-01,2.636815920398010160e-01,2.000000000000000000e+02
2.656087782946686815e+01,1.737337002562999944e+00,1.321941148466028793e+01,6.821120394932947972e-01,3.482587064676617022e-02,2.000000000000000000e+02
2.656087782946686815e+01,1.892154948508000034e+00,1.321941148466028793e+01,4.835305761064145891e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.656087782946686815e+01,1.952756727841000073e+00,1.321941148466028793e+01,6.422016567604410531e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.656087782946686815e+01,2.052728374217000162e+00,1.321941148466028793e+01,6.389155763685485656e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.656087782946686815e+01,2.420014265287000033e+00,1.321941148466028793e+01,7.070534375875029420e-01,9.850746268656715987e-01,2.000000000000000000e+02
2.656087782946686815e+01,2.512798025970000015e+00,1.321941148466028793e+01,6.042257306498939329e-01,9.900497512437811398e-01,2.000000000000000000e+02
2.656087782946686815e+01,2.538681563927999818e+00,1.321941148466028793e+01,6.175456705388853162e-01,1.592039800995024845e-01,2.000000000000000000e+02
2.656087782946686815e+01,2.631502027943000144e+00,1.321941148466028793e+01,6.468953526454570557e-01,8.955223880597015240e-01,2.000000000000000000e+02
2.656087782946686815e+01,2.635677408799999899e+00,1.321941148466028793e+01,6.089253271840829873e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.656087782946686815e+01,2.838983169807999918e+00,1.321941148466028793e+01,7.187555532083875764e-01,1.000000000000000000e+00,2.000000000000000000e+02
