T_months,phi_rad,phi_over_pi,mu95_learned,mu95_ti,mu95_ratio
2.420128264794381039e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.784876674590120282e-02,4.780047823401840229e-02,1.001010209806822315e+00
2.718588242732940330e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.743680593034033111e-02,4.780047823401840229e-02,9.923918689286406192e-01
3.053855508833415797e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.771299071917394635e-02,4.780047823401840229e-02,9.981697355742731315e-01
3.430469286314919373e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.811471460055993798e-02,4.780047823401840229e-02,1.006573916792278034e+00
3.853528593710527161e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.746110784641512786e-02,4.780047823401840229e-02,9.929002721282031985e-01
4.328761281083056929e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.730098081346441330e-02,4.780047823401840229e-02,9.895503677158085098e-01
4.862601580065353346e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.744410644940699057e-02,4.780047823401840229e-02,9.925445979250100415e-01
5.462277217684342077e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.735619601238879456e-02,4.780047823401840229e-02,9.907054858435825340e-01
6.135907273413170060e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.739499833393557432e-02,4.780047823401840229e-02,9.915172417711448638e-01
6.892612104349694846e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.758160398350139847e-02,4.780047823401840229e-02,9.954210865957144883e-01
7.742636826811269657e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.763130178918982549e-02,4.780047823401840229e-02,9.964607792415729470e-01
8.697490026177833897e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.741217303155313006e-02,4.780047823401840229e-02,9.918765414738272002e-01
9.770099572992246522e+02,1.117018429158999959e+00,3.555580090507979296e-01,4.772943184493864954e-02,4.780047823401840229e-02,9.985136887390136939e-01
1.097498765493056680e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.742323701397463398e-02,4.780047823401840229e-02,9.921080032254719905e-01
1.232846739442065882e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.779819544431339329e-02,4.780047823401840229e-02,9.999522433710007485e-01
1.384886371393871741e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.744804604147469934e-02,4.780047823401840229e-02,9.926270153445266864e-01
1.555676143930472335e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.770516534984514667e-02,4.780047823401840229e-02,9.980060265567505251e-01
1.747528400007682876e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.756720978847364667e-02,4.780047823401840229e-02,9.951199558213050800e-01
1.963040650040272340e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.774995216768634226e-02,4.780047823401840229e-02,9.989429798989730713e-01
2.205130739903045651e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.745234718585592676e-02,4.780047823401840229e-02,9.927169965442999011e-01
2.477076355991709079e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.751297970621675554e-02,4.780047823401840229e-02,9.939854466226439866e-01
2.782559402207125913e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.750894471131107688e-02,4.780047823401840229e-02,9.939010333478243142e-01
3.125715849688235267e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.750049830034057396e-02,4.780047823401840229e-02,9.937243319573246803e-01
3.511191734215127326e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.757611794374978775e-02,4.780047823401840229e-02,9.953063170378713131e-01
3.944206059437656222e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.740430189232284347e-02,4.780047823401840229e-02,9.917118749365647634e-01
4.430621457583877600e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.733565373290676837e-02,4.780047823401840229e-02,9.902757353423122799e-01
4.977023564332113892e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.761122327488983424e-02,4.780047823401840229e-02,9.960407308436951546e-01
5.590810182512223037e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.780498567070453481e-02,4.780047823401840229e-02,1.000094296895191359e+00
6.280291441834246143e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.776600156222363114e-02,4.780047823401840229e-02,9.992787379317423779e-01
7.054802310718645458e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.776072093315048006e-02,4.780047823401840229e-02,9.991682656254341488e-01
7.924828983539169712e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.765596909202740594e-02,4.780047823401840229e-02,9.969768264391933865e-01
8.902150854450392217e+03,1.117018429158999959e+00,3.555580090507979296e-01,4.759727722170641051e-02,4.780047823401840229e-02,9.957489753278790934e-01
1.000000000000000000e+04,1.117018429158999959e+00,3.555580090507979296e-01,4.785995899502525075e-02,4.780047823401840229e-02,1.001244354935439063e+00
1.000000000000000056e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.021876072424026421e-02,4.780047823401840229e-02,8.413882498693826539e-01
1.123324032978027381e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.202982839807957449e-02,4.780047823401840229e-02,8.792763158626307751e-01
1.261856883066020396e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.285348550299663412e-02,4.780047823401840229e-02,8.965074636533423291e-01
1.417474162926805059e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.286769950726099926e-02,4.780047823401840229e-02,8.968048247842242970e-01
1.592282793341092129e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.386452109212043288e-02,4.780047823401840229e-02,9.176586241955870804e-01
1.788649529057435017e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.148857156240490923e-02,4.780047823401840229e-02,8.679530643875134066e-01
2.009233002565046777e-01,1.310960399647999930e+00,4.172916556034115820e-01,3.952997586945958264e-02,4.780047823401840229e-02,8.269786690403253537e-01
2.257019719633920340e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.532170236422793791e-02,4.780047823401840229e-02,9.481432830513737420e-01
2.535364493970111432e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.116313369211686141e-02,4.780047823401840229e-02,8.611448088572070114e-01
2.848035868435802032e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.175727532526794794e-02,4.780047823401840229e-02,8.735744257794965106e-01
3.199267137797383587e-01,1.310960399647999930e+00,4.172916556034115820e-01,3.947216860264213950e-02,4.780047823401840229e-02,8.257693240933055012e-01
3.593813663804627523e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.053620216270539811e-02,4.780047823401840229e-02,8.480292177047048519e-01
4.037017258596554692e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.147164843099273440e-02,4.780047823401840229e-02,8.675990275235029303e-01
4.534878508128581953e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.076695811613439968e-02,4.780047823401840229e-02,8.528566998127139476e-01
5.094138014816379512e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.339895259770577829e-02,4.780047823401840229e-02,9.079187949801689195e-01
5.722367659350217073e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.016315271412040228e-02,4.780047823401840229e-02,8.402249140163893237e-01
6.428073117284320848e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.346253748169338210e-02,4.780047823401840229e-02,9.092490093699979736e-01
7.220809018385463407e-01,1.310960399647999930e+00,4.172916556034115820e-01,3.942411126677585614e-02,4.780047823401840229e-02,8.247639505564340334e-01
8.111308307896870629e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.059616677040586014e-02,4.780047823401840229e-02,8.492836948546381715e-01
9.111627561154891364e-01,1.310960399647999930e+00,4.172916556034115820e-01,4.061589486646013242e-02,4.780047823401840229e-02,8.496964124002177599e-01
1.023531021899026339e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.114551900788625260e-02,4.780047823401840229e-02,8.607763045057573725e-01
1.149756995397735571e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.317631908500067089e-02,4.780047823401840229e-02,9.032612367102462736e-01
1.291549665014884107e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.024280917525818041e-02,4.780047823401840229e-02,8.418913505057441515e-01
1.450828778495939497e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.896249627085401207e-02,4.780047823401840229e-02,8.151068296870171981e-01
1.629750834620644406e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.991112502807692142e-02,4.780047823401840229e-02,8.349524210340049102e-01
1.830738280295367781e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.972308773178880037e-02,4.780047823401840229e-02,8.310186257408377353e-01
2.056512308348651619e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.132259523946960750e-02,4.780047823401840229e-02,8.644807911160469205e-01
2.310129700083159321e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.028937347492153598e-02,4.780047823401840229e-02,8.428654892881092264e-01
2.595024211399735936e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.146905811969461841e-02,4.780047823401840229e-02,8.675448374527376938e-01
2.915053062825175623e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.950001830035809042e-02,4.780047823401840229e-02,8.263519479235443832e-01
3.274549162877728570e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.080737094896494388e-02,4.780047823401840229e-02,8.537021481078689300e-01
3.678379771828632183e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.957368980040338463e-02,4.780047823401840229e-02,8.278931772745273809e-01
4.132012400115336881e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.954954807906582714e-02,4.780047823401840229e-02,8.273881253957707793e-01
4.641588833612779297e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.089257469937175593e-02,4.780047823401840229e-02,8.554846355129044344e-01
5.214008287999684299e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.907412752418490398e-02,4.780047823401840229e-02,8.174421881908459087e-01
5.857020818056667189e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.039810336810874952e-02,4.780047823401840229e-02,8.451401504882525284e-01
6.579332246575678944e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.922804962597439826e-02,4.780047823401840229e-02,8.206622836266265208e-01
7.390722033525778834e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.891934058983119449e-02,4.780047823401840229e-02,8.142040002046103675e-01
8.302175681319743816e+00,1.310960399647999930e+00,4.172916556034115820e-01,4.060021946501751050e-02,4.780047823401840229e-02,8.493684784124889697e-01
9.326033468832198636e+00,1.310960399647999930e+00,4.172916556034115820e-01,3.884769855570482933e-02,4.780047823401840229e-02,8.127052278748519987e-01
1.047615752789665144e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.897165020695946697e-02,4.780047823401840229e-02,8.152983327104941225e-01
1.176811952434997899e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.010233248606588641e-02,4.780047823401840229e-02,8.389525370381348823e-01
1.321941148466028793e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.980702559117443862e-02,4.780047823401840229e-02,8.327746303350742618e-01
1.484968262254465010e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.899401297001557631e-02,4.780047823401840229e-02,8.157661682611475618e-01
1.668100537200059108e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.926326494480653767e-02,4.780047823401840229e-02,8.213989984071718986e-01
1.873817422860383175e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.805800993571147733e-02,4.780047823401840229e-02,7.961847107342651109e-01
2.104904144512019570e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.057665754073021269e-02,4.780047823401840229e-02,8.488755560577806447e-01
2.364489412645407285e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.099544182103201373e-02,4.780047823401840229e-02,8.576366458161622797e-01
2.656087782946686815e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.937838844041498254e-02,4.780047823401840229e-02,8.238074156419290528e-01
2.983647240283340452e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.055811548609939560e-02,4.780047823401840229e-02,8.484876508460369449e-01
3.351602650938841066e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.031885980931727842e-02,4.780047823401840229e-02,8.434823520368747163e-01
3.764935806792467332e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.894817407670932152e-02,4.780047823401840229e-02,8.148072051921623205e-01
4.229242874389498752e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.981088955983616562e-02,4.780047823401840229e-02,8.328554656907962706e-01
4.750810162102798273e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.941553225702595226e-02,4.780047823401840229e-02,8.245844751606461465e-01
5.336699231206306848e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.299798780278180771e-02,4.780047823401840229e-02,8.995304940731998489e-01
5.994842503189408944e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.038370609106888692e-02,4.780047823401840229e-02,8.448389552372472799e-01
6.734150657750821267e+01,1.310960399647999930e+00,4.172916556034115820e-01,4.033790908347691107e-02,4.780047823401840229e-02,8.438808684296683627e-01
7.564633275546290747e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.844693828408941166e-02,4.780047823401840229e-02,8.043212056553795675e-01
8.497534359086438371e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.948316327849657470e-02,4.780047823401840229e-02,8.259993359312751693e-01
9.545484566618337396e+01,1.310960399647999930e+00,4.172916556034115820e-01,3.815383772057819034e-02,4.780047823401840229e-02,7.981894560507777348e-01
1.072267222010323167e+02,1.310960399647999930e+00,4.172916556034115820e-01,3.882973468569714953e-02,4.780047823401840229e-02,8.123294184547090735e-01
1.204503540258782408e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.170578629590116632e-02,4.780047823401840229e-02,8.724972602098404195e-01
1.353047774579806060e+02,1.310960399647999930e+00,4.172916556034115820e-01,3.979883557326085314e-02,4.780047823401840229e-02,8.326032927623937541e-01
1.519911082952933157e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.347020313157035076e-02,4.780047823401840229e-02,9.094093770098244933e-01
1.707352647470690385e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.576942064022816725e-02,4.780047823401840229e-02,9.575096804712556198e-01
1.917910261672488730e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.669546322721543352e-02,4.780047823401840229e-02,9.768827625239833168e-01
2.154434690031884543e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.596942159001151523e-02,4.780047823401840229e-02,9.616937588983415219e-01
2.420128264794381039e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.776172177312507094e-02,4.780047823401840229e-02,9.991892034907351450e-01
2.718588242732940330e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.733716594793977578e-02,4.780047823401840229e-02,9.903073713235592823e-01
3.053855508833415797e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.783495677556763581e-02,4.780047823401840229e-02,1.000721301184068324e+00
3.430469286314919373e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.763690130173015708e-02,4.780047823401840229e-02,9.965779226833795246e-01
3.853528593710527161e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.802668824426781224e-02,4.780047823401840229e-02,1.004732379645700391e+00
4.328761281083056929e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.783752153637205878e-02,4.780047823401840229e-02,1.000774956731024679e+00
4.862601580065353346e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.753032820434739680e-02,4.780047823401840229e-02,9.943483822829465302e-01
5.462277217684342077e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.772724938171388209e-02,4.780047823401840229e-02,9.984680309693553246e-01
6.135907273413170060e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.780939784358496231e-02,4.780047823401840229e-02,1.000186600843675500e+00
6.892612104349694846e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.763424157994933933e-02,4.780047823401840229e-02,9.965222805249936977e-01
7.742636826811269657e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.787974527168533528e-02,4.780047823401840229e-02,1.001658289636326638e+00
8.697490026177833897e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.767325079223674877e-02,4.780047823401840229e-02,9.973383646674248704e-01
9.770099572992246522e+02,1.310960399647999930e+00,4.172916556034115820e-01,4.759476102378003282e-02,4.780047823401840229e-02,9.956963357305499418e-01
1.097498765493056680e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.753394397862754917e-02,4.780047823401840229e-02,9.944240253395379980e-01
1.232846739442065882e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.751139079476180554e-02,4.780047823401840229e-02,9.939522061297942912e-01
1.384886371393871741e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.749628276936562060e-02,4.780047823401840229e-02,9.936361418150772007e-01
1.555676143930472335e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.733315681660331398e-02,4.780047823401840229e-02,9.902234991221802174e-01
1.747528400007682876e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.796053187981369481e-02,4.780047823401840229e-02,1.003348369131616513e+00
1.963040650040272340e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.760890892431419996e-02,4.780047823401840229e-02,9.959923139520419078e-01
2.205130739903045651e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.750096270673780791e-02,4.780047823401840229e-02,9.937340474751268360e-01
2.477076355991709079e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.766343986612577716e-02,4.780047823401840229e-02,9.971331172206746585e-01
2.782559402207125913e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.767442794042073967e-02,4.780047823401840229e-02,9.973629909520872472e-01
3.125715849688235267e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.766816992680027870e-02,4.780047823401840229e-02,9.972320714748840187e-01
3.511191734215127326e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.757698504195311678e-02,4.780047823401840229e-02,9.953244569861597890e-01
3.944206059437656222e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.781832126490451890e-02,4.780047823401840229e-02,1.000373281430339656e+00
4.430621457583877600e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.772113507231482560e-02,4.780047823401840229e-02,9.983401178265386422e-01
4.977023564332113892e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.788019017232714863e-02,4.780047823401840229e-02,1.001667597088014450e+00
5.590810182512223037e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.769451461951351723e-02,4.780047823401840229e-02,9.977832101598206327e-01
6.280291441834246143e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.757181938533049798e-02,4.780047823401840229e-02,9.952163899371790912e-01
7.054802310718645458e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.773436709056183558e-02,4.780047823401840229e-02,9.986169355224250310e-01
7.924828983539169712e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.751161336842145422e-02,4.780047823401840229e-02,9.939568624359207405e-01
8.902150854450392217e+03,1.310960399647999930e+00,4.172916556034115820e-01,4.757860524366860910e-02,4.780047823401840229e-02,9.953583520804214491e-01
1.000000000000000000e+04,1.310960399647999930e+00,4.172916556034115820e-01,4.779502596713429419e-02,4.780047823401840229e-02,9.998859369804332653e-01
1.000000000000000056e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.445267351712048343e-02,4.780047823401840229e-02,9.299629451297963811e-01
1.123324032978027381e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.113712875907936384e-02,4.780047823401840229e-02,8.606007780441640165e-01
1.261856883066020396e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.297675188420556347e-02,4.780047823401840229e-02,8.990862324389902183e-01
1.417474162926805059e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.174433886142896871e-02,4.780047823401840229e-02,8.733037911683605437e-01
1.592282793341092129e-01,1.513298605096000005e+00,4.816979067501969691e-01,3.992913820868979752e-02,4.780047823401840229e-02,8.353292620464459750e-01
1.788649529057435017e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.056991613836686411e-02,4.780047823401840229e-02,8.487345239465464708e-01
2.009233002565046777e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.140743744272477878e-02,4.780047823401840229e-02,8.662557148488139180e-01
2.257019719633920340e-01,1.513298605096000005e+00,4.816979067501969691e-01,3.997132663403801800e-02,4.780047823401840229e-02,8.362118562569407221e-01
2.535364493970111432e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.264716323116275049e-02,4.780047823401840229e-02,8.921911413181601302e-01
2.848035868435802032e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.113266003724420916e-02,4.780047823401840229e-02,8.605072910749902437e-01
3.199267137797383587e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.271238279322826098e-02,4.780047823401840229e-02,8.935555536519910191e-01
3.593813663804627523e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.007784953111622611e-02,4.780047823401840229e-02,8.384403464523044747e-01
4.037017258596554692e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.207609526780105996e-02,4.780047823401840229e-02,8.802442323235284416e-01
4.534878508128581953e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.246077631169149769e-02,4.780047823401840229e-02,8.882918723912102132e-01
5.094138014816379512e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.372055751757718267e-02,4.780047823401840229e-02,9.146468640655222027e-01
5.722367659350217073e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.397191279294630079e-02,4.780047823401840229e-02,9.199052900197260962e-01
6.428073117284320848e-01,1.513298605096000005e+00,4.816979067501969691e-01,3.968634293187504186e-02,4.780047823401840229e-02,8.302499137682531893e-01
7.220809018385463407e-01,1.513298605096000005e+00,4.816979067501969691e-01,3.976787406670569125e-02,4.780047823401840229e-02,8.319555689801423348e-01
8.111308307896870629e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.035420391957064007e-02,4.780047823401840229e-02,8.442217611716604786e-01
9.111627561154891364e-01,1.513298605096000005e+00,4.816979067501969691e-01,4.073436395661086257e-02,4.780047823401840229e-02,8.521748204523451609e-01
1.023531021899026339e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.936593508223585475e-02,4.780047823401840229e-02,8.235468877426440626e-01
1.149756995397735571e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.963055875327109456e-02,4.780047823401840229e-02,8.290828924189930227e-01
1.291549665014884107e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.033506396991934362e-02,4.780047823401840229e-02,8.438213478210326857e-01
1.450828778495939497e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.969307968147609694e-02,4.780047823401840229e-02,8.303908485423379116e-01
1.629750834620644406e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.270083300722422176e-02,4.780047823401840229e-02,8.933139287471627554e-01
1.830738280295367781e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.086373472936580264e-02,4.780047823401840229e-02,8.548812948964202851e-01
2.056512308348651619e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.208257347456211689e-02,4.780047823401840229e-02,8.803797583057025866e-01
2.310129700083159321e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.940231822354333530e-02,4.780047823401840229e-02,8.243080337112964617e-01
2.595024211399735936e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.915490236220509068e-02,4.780047823401840229e-02,8.191320214520265708e-01
2.915053062825175623e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.998468597342651198e-02,4.780047823401840229e-02,8.364913375483848945e-01
3.274549162877728570e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.976555793254944043e-02,4.780047823401840229e-02,8.319071147754603102e-01
3.678379771828632183e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.169520989865980326e-02,4.780047823401840229e-02,8.722759988829226208e-01
4.132012400115336881e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.182486732142697006e-02,4.780047823401840229e-02,8.749884701291807954e-01
4.641588833612779297e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.992964176811162474e-02,4.780047823401840229e-02,8.353397966569861000e-01
5.214008287999684299e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.081627507750959505e-02,4.780047823401840229e-02,8.538884250840335088e-01
5.857020818056667189e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.090553865283253626e-02,4.780047823401840229e-02,8.557558452149771622e-01
6.579332246575678944e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.912775771895604660e-02,4.780047823401840229e-02,8.185641475676660450e-01
7.390722033525778834e+00,1.513298605096000005e+00,4.816979067501969691e-01,4.019655624986457482e-02,4.780047823401840229e-02,8.409237257642684371e-01
8.302175681319743816e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.892483634546888699e-02,4.780047823401840229e-02,8.143189730216351396e-01
9.326033468832198636e+00,1.513298605096000005e+00,4.816979067501969691e-01,3.954186741169939123e-02,4.780047823401840229e-02,8.272274435856675767e-01
1.047615752789665144e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.949104925565699586e-02,4.780047823401840229e-02,8.261643128823804583e-01
1.176811952434997899e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.957168954602881955e-02,4.780047823401840229e-02,8.278513313673635521e-01
1.321941148466028793e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.931990758988294227e-02,4.780047823401840229e-02,8.225839791263834799e-01
1.484968262254465010e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.890651945024471703e-02,4.780047823401840229e-02,8.139357782106021455e-01
1.668100537200059108e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.898857888170825098e-02,4.780047823401840229e-02,8.156524855427295106e-01
1.873817422860383175e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.939129594583597876e-02,4.780047823401840229e-02,8.240774444344822758e-01
2.104904144512019570e+01,1.513298605096000005e+00,4.816979067501969691e-01,4.009962390812548544e-02,4.780047823401840229e-02,8.388958727945861060e-01
2.364489412645407285e+01,1.513298605096000005e+00,4.816979067501969691e-01,4.094205237981103640e-02,4.780047823401840229e-02,8.565197230741010692e-01
2.656087782946686815e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.976065367356190761e-02,4.780047823401840229e-02,8.318045162415392824e-01
2.983647240283340452e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.936824758343050734e-02,4.780047823401840229e-02,8.235952659447057789e-01
3.351602650938841066e+01,1.513298605096000005e+00,4.816979067501969691e-01,4.101552560168041095e-02,4.780047823401840229e-02,8.580568043875905770e-01
3.764935806792467332e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.881860061922797617e-02,4.780047823401840229e-02,8.120964905242674670e-01
4.229242874389498752e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.753108183582452850e-02,4.780047823401840229e-02,7.851612206070900379e-01
4.750810162102798273e+01,1.513298605096000005e+00,4.816979067501969691e-01,4.039298341729895270e-02,4.780047823401840229e-02,8.450330396182580417e-01
5.336699231206306848e+01,1.513298605096000005e+00,4.816979067501969691e-01,4.079227145661351583e-02,4.780047823401840229e-02,8.533862623069464748e-01
5.994842503189408944e+01,1.513298605096000005e+00,4.816979067501969691e-01,4.230558772712065402e-02,4.780047823401840229e-02,8.850452817648344350e-01
6.734150657750821267e+01,1.513298605096000005e+00,4.816979067501969691e-01,4.017948195976089182e-02,4.780047823401840229e-02,8.405665266161743698e-01
7.564633275546290747e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.915627054099517224e-02,4.780047823401840229e-02,8.191606441528995752e-01
8.497534359086438371e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.737718489505460068e-02,4.780047823401840229e-02,7.819416515472055185e-01
9.545484566618337396e+01,1.513298605096000005e+00,4.816979067501969691e-01,3.730781909582208539e-02,4.780047823401840229e-02,7.804904987178777898e-01
